ID_Tiempo;Fecha;Dia;Mes;Anio;Dia_Semana;Trimestre
293;28/10/2020;28;Octubre;2020;Miércoles;4
294;29/10/2020;29;Octubre;2020;Jueves;4
295;30/10/2020;30;Octubre;2020;Viernes;4
296;31/10/2020;31;Octubre;2020;Sábado;4
297;1/11/2020;1;Noviembre;2020;Domingo;4
298;2/11/2020;2;Noviembre;2020;Lunes;4
299;3/11/2020;3;Noviembre;2020;Martes;4
300;4/11/2020;4;Noviembre;2020;Miércoles;4
301;5/11/2020;5;Noviembre;2020;Jueves;4
302;6/11/2020;6;Noviembre;2020;Viernes;4
303;7/11/2020;7;Noviembre;2020;Sábado;4
304;8/11/2020;8;Noviembre;2020;Domingo;4
305;9/11/2020;9;Noviembre;2020;Lunes;4
306;10/11/2020;10;Noviembre;2020;Martes;4
307;11/11/2020;11;Noviembre;2020;Miércoles;4
308;12/11/2020;12;Noviembre;2020;Jueves;4
309;13/11/2020;13;Noviembre;2020;Viernes;4
310;14/11/2020;14;Noviembre;2020;Sábado;4
311;15/11/2020;15;Noviembre;2020;Domingo;4
312;16/11/2020;16;Noviembre;2020;Lunes;4
313;17/11/2020;17;Noviembre;2020;Martes;4
314;18/11/2020;18;Noviembre;2020;Miércoles;4
315;19/11/2020;19;Noviembre;2020;Jueves;4
316;20/11/2020;20;Noviembre;2020;Viernes;4
317;21/11/2020;21;Noviembre;2020;Sábado;4
318;22/11/2020;22;Noviembre;2020;Domingo;4
319;23/11/2020;23;Noviembre;2020;Lunes;4
320;24/11/2020;24;Noviembre;2020;Martes;4
321;25/11/2020;25;Noviembre;2020;Miércoles;4
322;26/11/2020;26;Noviembre;2020;Jueves;4
323;27/11/2020;27;Noviembre;2020;Viernes;4
324;28/11/2020;28;Noviembre;2020;Sábado;4
325;29/11/2020;29;Noviembre;2020;Domingo;4
326;30/11/2020;30;Noviembre;2020;Lunes;4
327;1/12/2020;1;Diciembre;2020;Martes;4
328;2/12/2020;2;Diciembre;2020;Miércoles;4
329;3/12/2020;3;Diciembre;2020;Jueves;4
330;4/12/2020;4;Diciembre;2020;Viernes;4
331;5/12/2020;5;Diciembre;2020;Sábado;4
332;6/12/2020;6;Diciembre;2020;Domingo;4
333;7/12/2020;7;Diciembre;2020;Lunes;4
334;8/12/2020;8;Diciembre;2020;Martes;4
335;9/12/2020;9;Diciembre;2020;Miércoles;4
336;10/12/2020;10;Diciembre;2020;Jueves;4
337;11/12/2020;11;Diciembre;2020;Viernes;4
338;12/12/2020;12;Diciembre;2020;Sábado;4
339;13/12/2020;13;Diciembre;2020;Domingo;4
340;14/12/2020;14;Diciembre;2020;Lunes;4
341;15/12/2020;15;Diciembre;2020;Martes;4
342;16/12/2020;16;Diciembre;2020;Miércoles;4
343;17/12/2020;17;Diciembre;2020;Jueves;4
344;18/12/2020;18;Diciembre;2020;Viernes;4
345;19/12/2020;19;Diciembre;2020;Sábado;4
346;20/12/2020;20;Diciembre;2020;Domingo;4
347;21/12/2020;21;Diciembre;2020;Lunes;4
348;22/12/2020;22;Diciembre;2020;Martes;4
349;23/12/2020;23;Diciembre;2020;Miércoles;4
350;24/12/2020;24;Diciembre;2020;Jueves;4
351;25/12/2020;25;Diciembre;2020;Viernes;4
352;26/12/2020;26;Diciembre;2020;Sábado;4
353;27/12/2020;27;Diciembre;2020;Domingo;4
354;28/12/2020;28;Diciembre;2020;Lunes;4
355;29/12/2020;29;Diciembre;2020;Martes;4
356;30/12/2020;30;Diciembre;2020;Miércoles;4
357;31/12/2020;31;Diciembre;2020;Jueves;4
358;1/01/2021;1;Enero;2021;Viernes;1
359;2/01/2021;2;Enero;2021;Sábado;1
360;3/01/2021;3;Enero;2021;Domingo;1
361;4/01/2021;4;Enero;2021;Lunes;1
362;5/01/2021;5;Enero;2021;Martes;1
363;6/01/2021;6;Enero;2021;Miércoles;1
364;7/01/2021;7;Enero;2021;Jueves;1
365;8/01/2021;8;Enero;2021;Viernes;1
366;9/01/2021;9;Enero;2021;Sábado;1
367;10/01/2021;10;Enero;2021;Domingo;1
368;11/01/2021;11;Enero;2021;Lunes;1
369;12/01/2021;12;Enero;2021;Martes;1
370;13/01/2021;13;Enero;2021;Miércoles;1
371;14/01/2021;14;Enero;2021;Jueves;1
372;15/01/2021;15;Enero;2021;Viernes;1
373;16/01/2021;16;Enero;2021;Sábado;1
374;17/01/2021;17;Enero;2021;Domingo;1
375;18/01/2021;18;Enero;2021;Lunes;1
376;19/01/2021;19;Enero;2021;Martes;1
377;20/01/2021;20;Enero;2021;Miércoles;1
378;21/01/2021;21;Enero;2021;Jueves;1
379;22/01/2021;22;Enero;2021;Viernes;1
380;23/01/2021;23;Enero;2021;Sábado;1
381;24/01/2021;24;Enero;2021;Domingo;1
382;25/01/2021;25;Enero;2021;Lunes;1
383;26/01/2021;26;Enero;2021;Martes;1
384;27/01/2021;27;Enero;2021;Miércoles;1
385;28/01/2021;28;Enero;2021;Jueves;1
386;29/01/2021;29;Enero;2021;Viernes;1
387;30/01/2021;30;Enero;2021;Sábado;1
388;31/01/2021;31;Enero;2021;Domingo;1
389;1/02/2021;1;Febrero;2021;Lunes;1
390;2/02/2021;2;Febrero;2021;Martes;1
391;3/02/2021;3;Febrero;2021;Miércoles;1
392;4/02/2021;4;Febrero;2021;Jueves;1
393;5/02/2021;5;Febrero;2021;Viernes;1
394;6/02/2021;6;Febrero;2021;Sábado;1
395;7/02/2021;7;Febrero;2021;Domingo;1
396;8/02/2021;8;Febrero;2021;Lunes;1
397;9/02/2021;9;Febrero;2021;Martes;1
398;10/02/2021;10;Febrero;2021;Miércoles;1
399;11/02/2021;11;Febrero;2021;Jueves;1
400;12/02/2021;12;Febrero;2021;Viernes;1
401;13/02/2021;13;Febrero;2021;Sábado;1
402;14/02/2021;14;Febrero;2021;Domingo;1
403;15/02/2021;15;Febrero;2021;Lunes;1
404;16/02/2021;16;Febrero;2021;Martes;1
405;17/02/2021;17;Febrero;2021;Miércoles;1
406;18/02/2021;18;Febrero;2021;Jueves;1
407;19/02/2021;19;Febrero;2021;Viernes;1
408;20/02/2021;20;Febrero;2021;Sábado;1
409;21/02/2021;21;Febrero;2021;Domingo;1
410;22/02/2021;22;Febrero;2021;Lunes;1
411;23/02/2021;23;Febrero;2021;Martes;1
412;24/02/2021;24;Febrero;2021;Miércoles;1
413;25/02/2021;25;Febrero;2021;Jueves;1
414;26/02/2021;26;Febrero;2021;Viernes;1
415;27/02/2021;27;Febrero;2021;Sábado;1
416;28/02/2021;28;Febrero;2021;Domingo;1
417;1/03/2021;1;Marzo;2021;Lunes;1
418;2/03/2021;2;Marzo;2021;Martes;1
419;3/03/2021;3;Marzo;2021;Miércoles;1
420;4/03/2021;4;Marzo;2021;Jueves;1
421;5/03/2021;5;Marzo;2021;Viernes;1
422;6/03/2021;6;Marzo;2021;Sábado;1
423;7/03/2021;7;Marzo;2021;Domingo;1
424;8/03/2021;8;Marzo;2021;Lunes;1
425;9/03/2021;9;Marzo;2021;Martes;1
426;10/03/2021;10;Marzo;2021;Miércoles;1
427;11/03/2021;11;Marzo;2021;Jueves;1
428;12/03/2021;12;Marzo;2021;Viernes;1
429;13/03/2021;13;Marzo;2021;Sábado;1
430;14/03/2021;14;Marzo;2021;Domingo;1
431;15/03/2021;15;Marzo;2021;Lunes;1
432;16/03/2021;16;Marzo;2021;Martes;1
433;17/03/2021;17;Marzo;2021;Miércoles;1
434;18/03/2021;18;Marzo;2021;Jueves;1
435;19/03/2021;19;Marzo;2021;Viernes;1
436;20/03/2021;20;Marzo;2021;Sábado;1
437;21/03/2021;21;Marzo;2021;Domingo;1
438;22/03/2021;22;Marzo;2021;Lunes;1
439;23/03/2021;23;Marzo;2021;Martes;1
440;24/03/2021;24;Marzo;2021;Miércoles;1
441;25/03/2021;25;Marzo;2021;Jueves;1
442;26/03/2021;26;Marzo;2021;Viernes;1
443;27/03/2021;27;Marzo;2021;Sábado;1
444;28/03/2021;28;Marzo;2021;Domingo;1
445;29/03/2021;29;Marzo;2021;Lunes;1
446;30/03/2021;30;Marzo;2021;Martes;1
447;31/03/2021;31;Marzo;2021;Miércoles;1
448;1/04/2021;1;Abril;2021;Jueves;2
449;2/04/2021;2;Abril;2021;Viernes;2
450;3/04/2021;3;Abril;2021;Sábado;2
451;4/04/2021;4;Abril;2021;Domingo;2
452;5/04/2021;5;Abril;2021;Lunes;2
453;6/04/2021;6;Abril;2021;Martes;2
454;7/04/2021;7;Abril;2021;Miércoles;2
455;8/04/2021;8;Abril;2021;Jueves;2
456;9/04/2021;9;Abril;2021;Viernes;2
457;10/04/2021;10;Abril;2021;Sábado;2
458;11/04/2021;11;Abril;2021;Domingo;2
459;12/04/2021;12;Abril;2021;Lunes;2
460;13/04/2021;13;Abril;2021;Martes;2
461;14/04/2021;14;Abril;2021;Miércoles;2
462;15/04/2021;15;Abril;2021;Jueves;2
463;16/04/2021;16;Abril;2021;Viernes;2
464;17/04/2021;17;Abril;2021;Sábado;2
465;18/04/2021;18;Abril;2021;Domingo;2
466;19/04/2021;19;Abril;2021;Lunes;2
467;20/04/2021;20;Abril;2021;Martes;2
468;21/04/2021;21;Abril;2021;Miércoles;2
469;22/04/2021;22;Abril;2021;Jueves;2
470;23/04/2021;23;Abril;2021;Viernes;2
471;24/04/2021;24;Abril;2021;Sábado;2
472;25/04/2021;25;Abril;2021;Domingo;2
473;26/04/2021;26;Abril;2021;Lunes;2
474;27/04/2021;27;Abril;2021;Martes;2
475;28/04/2021;28;Abril;2021;Miércoles;2
476;29/04/2021;29;Abril;2021;Jueves;2
477;30/04/2021;30;Abril;2021;Viernes;2
478;1/05/2021;1;Mayo;2021;Sábado;2
479;2/05/2021;2;Mayo;2021;Domingo;2
480;3/05/2021;3;Mayo;2021;Lunes;2
481;4/05/2021;4;Mayo;2021;Martes;2
482;5/05/2021;5;Mayo;2021;Miércoles;2
483;6/05/2021;6;Mayo;2021;Jueves;2
484;7/05/2021;7;Mayo;2021;Viernes;2
485;8/05/2021;8;Mayo;2021;Sábado;2
486;9/05/2021;9;Mayo;2021;Domingo;2
487;10/05/2021;10;Mayo;2021;Lunes;2
488;11/05/2021;11;Mayo;2021;Martes;2
489;12/05/2021;12;Mayo;2021;Miércoles;2
490;13/05/2021;13;Mayo;2021;Jueves;2
491;14/05/2021;14;Mayo;2021;Viernes;2
492;15/05/2021;15;Mayo;2021;Sábado;2
493;16/05/2021;16;Mayo;2021;Domingo;2
494;17/05/2021;17;Mayo;2021;Lunes;2
495;18/05/2021;18;Mayo;2021;Martes;2
496;19/05/2021;19;Mayo;2021;Miércoles;2
497;20/05/2021;20;Mayo;2021;Jueves;2
498;21/05/2021;21;Mayo;2021;Viernes;2
499;22/05/2021;22;Mayo;2021;Sábado;2
500;23/05/2021;23;Mayo;2021;Domingo;2
501;24/05/2021;24;Mayo;2021;Lunes;2
502;25/05/2021;25;Mayo;2021;Martes;2
503;26/05/2021;26;Mayo;2021;Miércoles;2
504;27/05/2021;27;Mayo;2021;Jueves;2
505;28/05/2021;28;Mayo;2021;Viernes;2
506;29/05/2021;29;Mayo;2021;Sábado;2
507;30/05/2021;30;Mayo;2021;Domingo;2
508;31/05/2021;31;Mayo;2021;Lunes;2
509;1/06/2021;1;Junio;2021;Martes;2
510;2/06/2021;2;Junio;2021;Miércoles;2
511;3/06/2021;3;Junio;2021;Jueves;2
512;4/06/2021;4;Junio;2021;Viernes;2
513;5/06/2021;5;Junio;2021;Sábado;2
514;6/06/2021;6;Junio;2021;Domingo;2
515;7/06/2021;7;Junio;2021;Lunes;2
516;8/06/2021;8;Junio;2021;Martes;2
517;9/06/2021;9;Junio;2021;Miércoles;2
518;10/06/2021;10;Junio;2021;Jueves;2
519;11/06/2021;11;Junio;2021;Viernes;2
520;12/06/2021;12;Junio;2021;Sábado;2
521;13/06/2021;13;Junio;2021;Domingo;2
522;14/06/2021;14;Junio;2021;Lunes;2
523;15/06/2021;15;Junio;2021;Martes;2
524;16/06/2021;16;Junio;2021;Miércoles;2
525;17/06/2021;17;Junio;2021;Jueves;2
526;18/06/2021;18;Junio;2021;Viernes;2
527;19/06/2021;19;Junio;2021;Sábado;2
528;20/06/2021;20;Junio;2021;Domingo;2
529;21/06/2021;21;Junio;2021;Lunes;2
530;22/06/2021;22;Junio;2021;Martes;2
531;23/06/2021;23;Junio;2021;Miércoles;2
532;24/06/2021;24;Junio;2021;Jueves;2
533;25/06/2021;25;Junio;2021;Viernes;2
534;26/06/2021;26;Junio;2021;Sábado;2
535;27/06/2021;27;Junio;2021;Domingo;2
536;28/06/2021;28;Junio;2021;Lunes;2
537;29/06/2021;29;Junio;2021;Martes;2
538;30/06/2021;30;Junio;2021;Miércoles;2
539;1/07/2021;1;Julio;2021;Jueves;3
